exam_sign_up
id;confirmed;returned;suggested_grade;written_score;id_course_exam_term;id_student_course
2747;true;false;5;6;218;2242
2748;true;false;5;0;219;2242
2749;true;false;8;71;220;2242
2750;true;false;5;48;221;2243
2751;true;false;6;58;222;2243
2752;true;false;8;75;146;2254
2753;true;false;5;22;173;2255
2754;true;false;5;21;174;2255
2755;true;false;8;77;175;2255
2756;true;false;5;6;149;2256
2757;true;false;9;82;150;2256
2758;true;false;5;42;164;2257
2759;true;false;8;74;165;2257
2760;true;false;5;14;155;2258
2761;true;false;7;69;156;2258
2762;true;false;5;8;152;2259
2763;true;false;6;54;153;2259
2764;true;false;5;12;167;2260
2765;true;false;5;35;168;2260
2766;true;false;9;83;169;2260
2767;true;false;5;10;158;2261
2768;true;false;5;11;159;2261
2769;true;false;7;64;160;2261
2770;true;false;5;41;170;2262
2771;true;false;9;86;171;2262
2772;true;false;5;25;161;2263
2773;true;false;5;47;162;2263
2774;true;false;9;86;163;2263
2775;true;false;9;84;224;2264
2776;true;false;5;42;230;2265
2777;true;false;5;0;231;2265
2778;true;false;7;67;232;2265
2779;true;false;6;52;221;2266
2780;true;false;5;7;209;2267
2781;true;false;5;24;210;2267
2782;true;false;8;76;211;2267
2783;true;false;6;50;277;2268
2784;true;false;5;38;215;2269
2785;true;false;6;58;216;2269
2786;true;false;5;25;218;2270
2787;true;false;7;61;219;2270
2788;true;false;5;25;206;2271
2789;true;false;7;67;207;2271
2790;true;false;5;31;227;2272
2791;true;false;9;89;228;2272
2792;true;false;5;45;212;2273
2793;true;false;5;30;213;2273
2794;true;false;9;88;214;2273
2795;true;false;5;40;158;2284
2796;true;false;9;83;159;2284
2797;true;false;5;31;146;2285
2798;true;false;5;19;147;2285
2799;true;false;9;89;148;2285
2800;true;false;9;88;149;2286
2801;true;false;9;80;164;2287
2802;true;false;5;31;152;2288
2803;true;false;5;22;153;2288
2804;true;false;7;68;154;2288
2805;true;false;5;8;173;2289
2806;true;false;6;53;174;2289
2807;true;false;5;22;161;2290
2808;true;false;5;12;162;2290
2809;true;false;6;58;163;2290
2810;true;false;5;25;155;2291
2811;true;false;6;51;156;2291
2812;true;false;5;8;167;2292
2813;true;false;9;89;168;2292
2814;true;false;5;47;170;2293
2815;true;false;5;33;171;2293
2816;true;false;8;77;172;2293
2817;true;false;5;1;227;2294
2818;true;false;8;75;228;2294
2819;true;false;5;47;212;2295
2820;true;false;6;55;213;2295
2821;true;false;7;63;206;2296
2822;true;false;9;89;230;2297
2823;true;false;6;59;233;2298
2824;true;false;5;41;221;2299
2825;true;false;5;38;222;2299
2826;true;false;7;61;223;2299
2827;true;false;5;32;209;2300
2828;true;false;7;67;210;2300
2829;true;false;6;51;215;2301
2830;true;false;5;29;218;2302
2831;true;false;7;65;219;2302
2832;true;false;8;71;224;2303
2833;true;false;7;68;149;2314
2834;true;false;5;7;161;2315
2835;true;false;6;53;162;2315
2836;true;false;5;24;173;2316
2837;true;false;8;78;174;2316
2838;true;false;5;31;158;2317
2839;true;false;7;68;159;2317
2840;true;false;5;20;167;2318
2841;true;false;8;71;168;2318
2842;true;false;7;60;170;2319
2843;true;false;5;36;164;2320
2844;true;false;5;5;165;2320
2845;true;false;9;80;166;2320
2846;true;false;5;6;152;2321
2847;true;false;5;29;153;2321
2848;true;false;7;60;154;2321
2849;true;false;8;73;155;2322
2850;true;false;9;83;146;2323
2851;true;false;5;18;221;2324
2852;true;false;6;56;222;2324
2853;true;false;5;14;206;2325
2854;true;false;5;33;207;2325
2855;true;false;7;65;208;2325
2856;true;false;6;53;209;2326
2857;true;false;5;30;227;2327
2858;true;false;9;85;228;2327
2859;true;false;5;48;224;2328
2860;true;false;7;63;225;2328
2861;true;false;9;87;218;2329
2862;true;false;8;73;277;2330
2863;true;false;6;51;212;2331
2864;true;false;5;11;233;2332
2865;true;false;6;55;234;2332
2866;true;false;9;85;215;2333
2867;true;false;9;89;158;2344
2868;true;false;9;86;167;2345
2869;true;false;5;9;173;2346
2870;true;false;5;41;174;2346
2871;true;false;9;80;175;2346
2872;true;false;5;6;170;2347
2873;true;false;5;22;171;2347
2874;true;false;9;85;172;2347
2875;true;false;5;47;152;2348
2876;true;false;5;36;153;2348
2877;true;false;9;80;154;2348
2878;true;false;5;23;164;2349
2879;true;false;9;85;165;2349
2880;true;false;5;47;161;2350
2881;true;false;9;80;162;2350
2882;true;false;9;82;149;2351
2883;true;false;5;33;155;2352
2884;true;false;5;47;156;2352
2885;true;false;9;83;157;2352
2886;true;false;9;85;146;2353
2887;true;false;9;85;206;2354
2888;true;false;5;41;233;2355
2889;true;false;9;85;234;2355
2890;true;false;5;1;218;2356
2891;true;false;5;12;219;2356
2892;true;false;9;87;220;2356
2893;true;false;9;88;209;2357
2894;true;false;5;26;227;2358
2895;true;false;9;84;228;2358
2896;true;false;5;40;212;2359
2897;true;false;5;24;213;2359
2898;true;false;9;80;214;2359
2899;true;false;5;14;224;2360
2900;true;false;5;47;225;2360
2901;true;false;9;88;226;2360
2902;true;false;9;84;277;2361
2903;true;false;9;89;215;2362
2904;true;false;5;25;221;2363
2905;true;false;5;42;222;2363
2906;true;false;9;85;223;2363
2907;true;false;9;84;161;2374
2908;true;false;5;24;170;2375
2909;true;false;9;82;171;2375
2910;true;false;5;6;155;2376
2911;true;false;5;22;156;2376
2912;true;false;9;82;157;2376
2913;true;false;5;21;149;2377
2914;true;false;9;83;150;2377
2915;true;false;9;89;164;2378
2916;true;false;5;25;158;2379
2917;true;false;9;82;159;2379
2918;true;false;5;44;146;2380
2919;true;false;5;16;147;2380
2920;true;false;9;85;148;2380
2921;true;false;5;17;167;2381
2922;true;false;5;20;168;2381
2923;true;false;9;87;169;2381
2924;true;false;5;34;173;2382
2925;true;false;5;35;174;2382
2926;true;false;9;84;175;2382
2927;true;false;5;38;152;2383
2928;true;false;9;80;153;2383
2929;true;false;9;82;277;2384
2930;true;false;5;21;227;2385
2931;true;false;9;84;228;2385
2932;true;false;5;37;230;2386
2933;true;false;5;23;231;2386
2934;true;false;9;87;232;2386
2935;true;false;5;39;212;2387
2936;true;false;9;87;213;2387
2937;true;false;9;83;221;2388
2938;true;false;9;80;218;2389
2939;true;false;9;84;206;2390
2940;true;false;5;48;215;2391
2941;true;false;9;87;216;2391
2942;true;false;9;80;224;2392
2943;true;false;5;41;209;2393
2944;true;false;9;80;210;2393
2945;true;false;5;8;173;2404
2946;true;false;6;58;174;2404
2947;true;false;5;38;158;2405
2948;true;false;8;70;159;2405
2949;true;false;5;6;152;2406
2950;true;false;8;74;153;2406
2951;true;false;5;47;149;2407
2952;true;false;5;19;150;2407
2953;true;false;8;73;151;2407
2954;true;false;5;36;146;2408
2955;true;false;5;48;147;2408
2956;true;false;9;82;148;2408
2957;true;false;5;46;167;2409
2958;true;false;5;10;168;2409
2959;true;false;9;87;169;2409
2960;true;false;8;79;170;2410
2961;true;false;8;77;164;2411
2962;true;false;8;71;161;2412
2963;true;false;5;19;155;2413
2964;true;false;8;73;156;2413
2965;true;false;5;6;224;2414
2966;true;false;6;58;225;2414
2967;true;false;8;71;209;2415
2968;true;false;5;5;212;2416
2969;true;false;5;0;213;2416
2970;true;false;8;78;214;2416
2971;true;false;8;70;215;2417
2972;true;false;5;26;227;2418
2973;true;false;5;33;228;2418
2974;true;false;8;74;229;2418
2975;true;false;5;20;230;2419
2976;true;false;5;14;231;2419
2977;true;false;6;51;232;2419
2978;true;false;5;1;221;2420
2979;true;false;5;23;222;2420
2980;true;false;8;77;223;2420
2981;true;false;6;58;206;2421
2982;true;false;8;77;233;2422
2983;true;false;9;80;218;2423
2984;true;false;5;0;152;2434
2985;true;false;5;1;153;2434
2986;true;false;7;62;154;2434
2987;true;false;5;46;161;2435
2988;true;false;9;89;162;2435
2989;true;false;8;75;149;2436
2990;true;false;5;30;173;2437
2991;true;false;8;78;174;2437
2992;true;false;8;74;164;2438
2993;true;false;5;44;167;2439
2994;true;false;8;72;168;2439
2995;true;false;6;52;170;2440
2996;true;false;5;26;158;2441
2997;true;false;5;7;159;2441
2998;true;false;7;60;160;2441
2999;true;false;5;19;146;2442
3000;true;false;5;2;147;2442
3001;true;false;7;69;148;2442
3002;true;false;5;10;155;2443
3003;true;false;5;1;156;2443
3004;true;false;7;61;157;2443
3005;true;false;5;3;230;2444
3006;true;false;9;81;231;2444
3007;true;false;7;69;209;2445
3008;true;false;5;2;215;2446
3009;true;false;5;27;216;2446
3010;true;false;8;76;217;2446
3011;true;false;5;8;221;2447
3012;true;false;8;78;222;2447
3013;true;false;8;71;212;2448
3014;true;false;5;48;224;2449
3015;true;false;5;33;225;2449
3016;true;false;6;50;226;2449
3017;true;false;9;88;206;2450
3018;true;false;7;61;277;2451
3019;true;false;5;42;218;2452
3020;true;false;7;63;219;2452
3021;true;false;5;36;227;2453
3022;true;false;5;33;228;2453
3023;true;false;7;67;229;2453
3024;true;false;5;14;146;2464
3025;true;false;9;88;147;2464
3026;true;false;5;31;170;2465
3027;true;false;7;65;171;2465
3028;true;false;9;85;161;2466
3029;true;false;5;40;158;2467
3030;true;false;7;64;159;2467
3031;true;false;5;39;149;2468
3032;true;false;7;67;150;2468
3033;true;false;8;79;152;2469
3034;true;false;5;24;173;2470
3035;true;false;5;2;174;2470
3036;true;false;9;84;175;2470
3037;true;false;5;27;164;2471
3038;true;false;9;88;165;2471
3039;true;false;5;32;155;2472
3040;true;false;6;55;156;2472
3041;true;false;6;57;167;2473
3042;true;false;5;23;218;2474
3043;true;false;5;25;219;2474
3044;true;false;9;85;220;2474
3045;true;false;5;28;224;2475
3046;true;false;5;13;225;2475
3047;true;false;9;84;226;2475
3048;true;false;9;89;206;2476
3049;true;false;5;6;221;2477
3050;true;false;6;52;222;2477
3051;true;false;5;36;209;2478
3052;true;false;5;3;210;2478
3053;true;false;9;80;211;2478
3054;true;false;5;37;215;2479
3055;true;false;5;16;216;2479
3056;true;false;9;87;217;2479
3057;true;false;5;48;233;2480
3058;true;false;5;46;234;2480
3059;true;false;8;72;235;2480
3060;true;false;7;60;227;2481
3061;true;false;5;9;212;2482
3062;true;false;9;83;213;2482
3063;true;false;6;56;277;2483
3064;true;false;5;46;170;2494
3065;true;false;5;35;171;2494
3066;true;false;9;84;172;2494
3067;true;false;5;1;173;2495
3068;true;false;8;73;174;2495
3069;true;false;5;11;164;2496
3070;true;false;5;29;165;2496
3071;true;false;9;81;166;2496
3072;true;false;5;44;152;2497
3073;true;false;5;11;153;2497
3074;true;false;7;66;154;2497
3075;true;false;9;84;167;2498
3076;true;false;8;71;146;2499
3077;true;false;6;50;155;2500
3078;true;false;5;48;149;2501
3079;true;false;9;84;150;2501
3080;true;false;5;27;158;2502
3081;true;false;6;55;159;2502
3082;true;false;5;22;161;2503
3083;true;false;9;89;162;2503
3084;true;false;7;61;224;2504
3085;true;false;7;64;206;2505
3086;true;false;5;22;221;2506
3087;true;false;9;83;222;2506
3088;true;false;5;10;227;2507
3089;true;false;7;60;228;2507
3090;true;false;5;10;218;2508
3091;true;false;5;13;219;2508
3092;true;false;8;71;220;2508
3093;true;false;5;44;233;2509
3094;true;false;7;65;234;2509
3095;true;false;5;47;212;2510
3096;true;false;7;66;213;2510
3097;true;false;5;20;209;2511
3098;true;false;5;23;210;2511
3099;true;false;6;51;211;2511
3100;true;false;5;16;215;2512
3101;true;false;6;53;216;2512
3102;true;false;6;56;230;2513
3103;true;false;5;19;173;2524
3104;true;false;7;68;174;2524
3105;true;false;5;42;158;2525
3106;true;false;7;60;159;2525
3107;true;false;5;1;152;2526
3108;true;false;5;30;153;2526
3109;true;false;7;64;154;2526
3110;true;false;5;21;164;2527
3111;true;false;9;89;165;2527
3112;true;false;5;22;167;2528
3113;true;false;8;74;168;2528
3114;true;false;5;10;170;2529
3115;true;false;5;44;171;2529
3116;true;false;9;86;172;2529
3117;true;false;5;21;155;2530
3118;true;false;9;84;156;2530
3119;true;false;5;46;146;2531
3120;true;false;5;39;147;2531
3121;true;false;9;85;148;2531
3122;true;false;7;60;161;2532
3123;true;false;5;41;149;2533
3124;true;false;5;31;150;2533
3125;true;false;6;56;151;2533
3126;true;false;7;64;230;2534
3127;true;false;5;7;218;2535
3128;true;false;9;84;219;2535
3129;true;false;5;13;212;2536
3130;true;false;8;73;213;2536
3131;true;false;5;34;221;2537
3132;true;false;7;66;222;2537
3133;true;false;9;85;227;2538
3134;true;false;5;41;233;2539
3135;true;false;5;33;234;2539
3136;true;false;8;76;235;2539
3137;true;false;7;61;209;2540
3138;true;false;7;62;206;2541
3139;true;false;5;12;224;2542
3140;true;false;5;2;225;2542
3141;true;false;7;62;226;2542
3142;true;false;5;30;215;2543
3143;true;false;6;50;216;2543
3144;true;false;5;0;170;2554
3145;true;false;5;45;171;2554
3146;true;false;7;69;172;2554
3147;true;false;5;32;173;2555
3148;true;false;5;18;174;2555
3149;true;false;8;73;175;2555
3150;true;false;5;42;167;2556
3151;true;false;6;51;168;2556
3152;true;false;5;43;149;2557
3153;true;false;6;50;150;2557
3154;true;false;5;40;158;2558
3155;true;false;8;71;159;2558
3156;true;false;9;80;161;2559
3157;true;false;5;21;155;2560
3158;true;false;6;57;156;2560
3159;true;false;8;77;146;2561
3160;true;false;6;51;152;2562
3161;true;false;5;10;164;2563
3162;true;false;5;17;165;2563
3163;true;false;9;82;166;2563
3164;true;false;7;60;277;2564
3165;true;false;5;39;221;2565
3166;true;false;5;13;222;2565
3167;true;false;7;65;223;2565
3168;true;false;8;75;227;2566
3169;true;false;5;26;212;2567
3170;true;false;5;16;213;2567
3171;true;false;8;70;214;2567
3172;true;false;8;79;230;2568
3173;true;false;5;0;224;2569
3174;true;false;5;28;225;2569
3175;true;false;6;55;226;2569
3176;true;false;5;14;206;2570
3177;true;false;6;54;207;2570
3178;true;false;5;4;209;2571
3179;true;false;6;57;210;2571
3180;true;false;5;13;218;2572
3181;true;false;7;69;219;2572
3182;true;false;6;54;215;2573
3183;true;false;9;86;158;2584
3184;true;false;5;16;152;2585
3185;true;false;5;24;153;2585
3186;true;false;7;66;154;2585
3187;true;false;8;74;173;2586
3188;true;false;5;13;155;2587
3189;true;false;6;56;156;2587
3190;true;false;5;7;167;2588
3191;true;false;9;82;168;2588
3192;true;false;5;17;164;2589
3193;true;false;8;75;165;2589
3194;true;false;5;40;146;2590
3195;true;false;9;82;147;2590
3196;true;false;5;32;170;2591
3197;true;false;6;55;171;2591
3198;true;false;5;29;149;2592
3199;true;false;5;5;150;2592
3200;true;false;6;52;151;2592
3201;true;false;5;24;161;2593
3202;true;false;9;82;162;2593
3203;true;false;5;23;218;2594
3204;true;false;5;1;219;2594
3205;true;false;8;75;220;2594
3206;true;false;5;27;233;2595
3207;true;false;7;61;234;2595
3208;true;false;5;27;206;2596
3209;true;false;9;86;207;2596
3210;true;false;8;78;224;2597
3211;true;false;5;1;227;2598
3212;true;false;8;75;228;2598
3213;true;false;5;20;212;2599
3214;true;false;5;24;213;2599
3215;true;false;8;77;214;2599
3216;true;false;5;5;230;2600
3217;true;false;6;58;231;2600
3218;true;false;5;47;209;2601
3219;true;false;7;66;210;2601
3220;true;false;5;25;221;2602
3221;true;false;8;77;222;2602
3222;true;false;5;11;215;2603
3223;true;false;5;3;216;2603
3224;true;false;6;53;217;2603
3225;true;false;5;43;164;2614
3226;true;false;5;39;165;2614
3227;true;false;8;78;166;2614
3228;true;false;5;8;158;2615
3229;true;false;5;45;159;2615
3230;true;false;9;82;160;2615
3231;true;false;5;7;170;2616
3232;true;false;5;24;171;2616
3233;true;false;6;56;172;2616
3234;true;false;7;61;161;2617
3235;true;false;5;22;155;2618
3236;true;false;8;79;156;2618
3237;true;false;5;37;146;2619
3238;true;false;5;40;147;2619
3239;true;false;8;70;148;2619
3240;true;false;5;36;152;2620
3241;true;false;5;13;153;2620
3242;true;false;8;79;154;2620
3243;true;false;5;29;149;2621
3244;true;false;5;39;150;2621
3245;true;false;7;63;151;2621
3246;true;false;5;37;173;2622
3247;true;false;5;27;174;2622
3248;true;false;8;73;175;2622
3249;true;false;9;86;167;2623
3250;true;false;7;65;227;2624
3251;true;false;5;45;209;2625
3252;true;false;9;80;210;2625
3253;true;false;8;77;221;2626
3254;true;false;8;78;218;2627
3255;true;false;8;73;206;2628
3256;true;false;5;17;230;2629
3257;true;false;5;6;231;2629
3258;true;false;9;87;232;2629
3259;true;false;5;23;212;2630
3260;true;false;8;78;213;2630
3261;true;false;5;16;215;2631
3262;true;false;9;80;216;2631
3263;true;false;5;25;233;2632
3264;true;false;5;19;234;2632
3265;true;false;7;65;235;2632
3266;true;false;5;6;224;2633
3267;true;false;6;53;225;2633
3268;true;false;5;40;34;10
3269;true;false;NULL;NULL;48;5
3270;true;false;5;4;35;10
3271;true;false;5;22;40;2
3272;true;false;6;55;41;2
3273;true;false;5;18;31;7
3274;true;false;5;27;32;7
3275;true;false;8;74;37;4
3276;true;false;10;98;7;80
3277;true;false;6;58;197;197
3278;true;false;6;58;189;198
3279;true;false;7;65;183;199
3280;true;false;6;57;186;200
3281;true;false;5;7;202;201
3282;true;false;5;39;NULL;202
3283;true;false;5;4;NULL;203
3284;true;false;5;35;NULL;204
3285;true;false;5;46;204;205
3286;true;false;5;29;202;206
3287;true;false;7;65;180;2644
3288;true;false;9;85;181;2645
3289;true;false;8;72;182;2646
3290;true;false;6;50;183;2647
3291;true;false;6;50;184;2648
3292;true;false;10;97;185;2649
4000;true;false;5;40;182;3000
4001;true;false;5;18;183;3000
4002;true;false;7;60;184;3000
4003;true;false;5;24;194;3001
4004;true;false;8;74;195;3001
4005;true;false;5;42;191;3002
4006;true;false;6;53;192;3002
4007;true;false;5;22;185;3003
4008;true;false;5;12;186;3003
4009;true;false;7;60;187;3003
4010;true;false;8;74;179;3004
4011;true;false;5;48;188;3005
4012;true;false;8;76;189;3005
4013;true;false;5;41;203;3006
4014;true;false;5;14;204;3006
4015;true;false;8;76;205;3006
4016;true;false;5;7;197;3007
4017;true;false;7;69;198;3007
4018;true;false;5;19;176;3008
4019;true;false;5;7;177;3008
4020;true;false;7;65;178;3008
4021;true;false;5;2;200;3009
4022;true;false;9;87;201;3009
4023;true;false;6;57;197;3020
4024;true;false;5;11;188;3021
4025;true;false;8;79;189;3021
4026;true;false;9;84;203;3022
4027;true;false;5;35;179;3023
4028;true;false;5;40;180;3023
4029;true;false;6;50;181;3023
4030;true;false;5;1;176;3024
4031;true;false;5;9;177;3024
4032;true;false;9;81;178;3024
4033;true;false;6;56;191;3025
4034;true;false;5;23;200;3026
4035;true;false;5;12;201;3026
4036;true;false;7;64;202;3026
4037;true;false;9;80;194;3027
4038;true;false;5;12;182;3028
4039;true;false;5;28;183;3028
4040;true;false;6;53;184;3028
4041;true;false;5;28;185;3029
4042;true;false;8;73;186;3029
4043;true;false;5;4;194;3040
4044;true;false;5;29;195;3040
4045;true;false;9;80;196;3040
4046;true;false;5;36;179;3041
4047;true;false;5;16;180;3041
4048;true;false;9;88;181;3041
4049;true;false;9;85;191;3042
4050;true;false;5;20;188;3043
4051;true;false;7;68;189;3043
4052;true;false;5;36;200;3044
4053;true;false;8;73;201;3044
4054;true;false;5;48;203;3045
4055;true;false;6;56;204;3045
4056;true;false;5;0;197;3046
4057;true;false;7;63;198;3046
4058;true;false;5;11;185;3047
4059;true;false;6;57;186;3047
4060;true;false;5;9;182;3048
4061;true;false;6;56;183;3048
4062;true;false;6;51;176;3049
4063;true;false;9;87;176;3060
4064;true;false;5;32;191;3061
4065;true;false;5;25;192;3061
4066;true;false;9;82;193;3061
4067;true;false;5;16;203;3062
4068;true;false;5;29;204;3062
4069;true;false;9;88;205;3062
4070;true;false;9;87;197;3063
4071;true;false;5;19;188;3064
4072;true;false;9;84;189;3064
4073;true;false;5;20;200;3065
4074;true;false;9;84;201;3065
4075;true;false;9;82;185;3066
4076;true;false;5;3;179;3067
4077;true;false;9;81;180;3067
4078;true;false;5;11;182;3068
4079;true;false;9;83;183;3068
4080;true;false;9;81;194;3069
4081;true;false;9;89;197;3080
4082;true;false;8;75;185;3081
4083;true;false;6;53;194;3082
4084;true;false;5;46;203;3083
4085;true;false;7;69;204;3083
4086;true;false;5;30;191;3084
4087;true;false;5;14;192;3084
4088;true;false;8;72;193;3084
4089;true;false;8;79;176;3085
4090;true;false;5;13;188;3086
4091;true;false;8;71;189;3086
4092;true;false;5;35;200;3087
4093;true;false;5;13;201;3087
4094;true;false;6;52;202;3087
4095;true;false;5;5;182;3088
4096;true;false;5;40;183;3088
4097;true;false;7;60;184;3088
4098;true;false;5;14;179;3089
4099;true;false;8;76;180;3089
4100;true;false;5;18;200;3100
4101;true;false;5;20;201;3100
4102;true;false;9;84;202;3100
4103;true;false;5;27;179;3101
4104;true;false;5;25;180;3101
4105;true;false;9;81;181;3101
4106;true;false;5;5;176;3102
4107;true;false;5;20;177;3102
4108;true;false;9;81;178;3102
4109;true;false;5;3;197;3103
4110;true;false;9;83;198;3103
4111;true;false;5;11;191;3104
4112;true;false;9;88;192;3104
4113;true;false;9;84;182;3105
4114;true;false;5;37;185;3106
4115;true;false;5;18;186;3106
4116;true;false;9;88;187;3106
4117;true;false;9;84;188;3107
4118;true;false;5;13;203;3108
4119;true;false;9;82;204;3108
4120;true;false;5;16;194;3109
4121;true;false;9;89;195;3109
4122;true;false;5;14;191;3120
4123;true;false;8;72;192;3120
4124;true;false;5;30;194;3121
4125;true;false;6;50;195;3121
4126;true;false;5;26;179;3122
4127;true;false;8;74;180;3122
4128;true;false;5;37;188;3123
4129;true;false;5;27;189;3123
4130;true;false;6;58;190;3123
4131;true;false;5;34;200;3124
4132;true;false;7;60;201;3124
4133;true;false;5;22;176;3125
4134;true;false;5;3;177;3125
4135;true;false;8;73;178;3125
4136;true;false;5;16;197;3126
4137;true;false;6;55;198;3126
4138;true;false;8;76;203;3127
4139;true;false;5;39;182;3128
4140;true;false;5;30;183;3128
4141;true;false;7;64;184;3128
4142;true;false;8;71;185;3129
4143;true;false;9;82;191;3140
4144;true;false;5;33;203;3141
4145;true;false;6;54;204;3141
4146;true;false;5;9;197;3142
4147;true;false;8;71;198;3142
4148;true;false;5;46;176;3143
4149;true;false;5;8;177;3143
4150;true;false;9;88;178;3143
4151;true;false;5;24;185;3144
4152;true;false;5;21;186;3144
4153;true;false;6;52;187;3144
4154;true;false;5;4;188;3145
4155;true;false;7;64;189;3145
4156;true;false;5;28;182;3146
4157;true;false;5;35;183;3146
4158;true;false;8;71;184;3146
4159;true;false;9;84;179;3147
4160;true;false;5;33;194;3148
4161;true;false;5;47;195;3148
4162;true;false;8;78;196;3148
4163;true;false;5;36;200;3149
4164;true;false;5;36;201;3149
4165;true;false;9;87;202;3149
